ID,Titulo,Empresa,Area,Nivel,Cidade,Estado,Modalidade,Tipo_Contrato,Salario_Min,Salario_Max,Experiencia_Min_Anos,Requisitos,Beneficios,Descricao,Data_Publicacao,Vagas_Disponiveis,Link_Inscricao
4362,Especialista em Internet das Coisas Sênior,UltraIT,IoT,Sênior,Rio de Janeiro,RJ,Remoto,CLT,5463,11130,4,"Mentalidade de crescimento, Gestão de tempo, Sensores, MQTT, PHP, Agile, Arduino, Kotlin, Organização, Protocolos IoT, Oracle, Sistemas Embarcados, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Eum alias natus aliquid placeat eveniet. Odit quaerat accusamus. Mollitia impedit deleniti aut provident numquam eaque voluptates.
Aperiam vel nulla quis eos ea. Esse ut possimus expedita ipsum. Optio quaerat non praesentium consequatur.
Fugiat tempora alias eveniet. Autem fuga eos tenetur consequatur illum aspernatur.
Placeat impedit vitae ducimus. Quidem aperiam explicabo asperiores. Nostrum provident sequi doloribus.",17/06/2023,2,https://carreiras.ultrait.com.br/vaga/4362
4363,Desenvolvedor Mobile Pleno,LogicSystems,Desenvolvimento Mobile,Pleno,Maceió,AL,Híbrido,PJ,5324,14827,8,"Android Studio, Flutter, Swift, Tomada de decisão, Ética de trabalho, Windows Server, Kotlin, Docker, C#, Tableau, iOS, Resiliência","Vale-Refeição, Vale-Transporte, Plano de Saúde","Accusamus ad nulla repellendus sapiente iste delectus. Debitis dolores beatae.
Porro quidem dolor consequatur. Excepturi fuga enim atque quis cum ipsam. Quas distinctio labore.
Quae sed ut facilis adipisci sunt. Vitae non aliquid ipsum ullam. Consectetur maxime nihil facere ipsa accusamus labore.
Provident harum velit adipisci consequuntur odio. Rerum illo unde fuga maxime distinctio consectetur. Odit facere harum nemo atque nisi doloremque.",16/11/2023,3,https://carreiras.logicsystems.com.br/vaga/4363
4364,Especialista em Qualidade Júnior,NextCompute Systems,QA e Testes,Júnior,Belo Horizonte,MG,Híbrido,Estágio,8267,9814,0,"JUnit, Go, .NET, Gestão de tempo, Agile, Ética de trabalho, Kotlin, Automação de Testes, Testes de Integração, Testes Unitários, Selenium, Oracle, Liderança","Vale-Refeição, Vale-Transporte, Plano de Saúde","Sapiente impedit ipsum molestias. Itaque explicabo eveniet ipsam. A necessitatibus sit id modi vero hic temporibus.
Repellat iure non ab. Asperiores sed iste minima. Quia quibusdam voluptas cumque assumenda.
Quis voluptates provident ullam id. Temporibus exercitationem ducimus sunt eligendi corporis voluptates. Eum laudantium veniam temporibus illum libero.",16/04/2024,4,https://carreiras.nextcomputesystems.com.br/vaga/4364
4365,Engenheiro de Machine Learning Gerente,PrimeTech,Machine Learning,Gerente,Natal,RN,Híbrido,PJ,18481,21666,9,"Python, Spring, Tomada de decisão, Algoritmos de ML, TensorFlow, Pensamento crítico, Cybersecurity, Scikit-Learn, Adaptabilidade, Criatividade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nobis autem magnam iste quas quis. Quidem officia deleniti cum illo expedita corporis deserunt.
Facere dolor voluptates id tenetur.
At veritatis quis ducimus placeat. Maiores id fuga nulla dolorum. Aspernatur necessitatibus qui nemo.
Ullam earum vitae repellat veniam quod tenetur. Perspiciatis dignissimos exercitationem exercitationem accusantium magnam. Vero id magni quasi.",10/04/2024,1,https://carreiras.primetech.com.br/vaga/4365
4366,SRE Especialista,NextCloud Ltda.,DevOps,Especialista,Natal,RN,Híbrido,Trainee,10978,17123,3,"Python, Linux, Node.js, Terraform, AWS, MySQL, Ética de trabalho, Gerenciamento de conflitos, GCP, Docker, CI/CD, MongoDB","Vale-Refeição, Vale-Transporte, Plano de Saúde","Quae dolores esse magni maxime vel doloremque. Commodi doloribus impedit veniam.
Quis cumque eum voluptatum beatae. Magnam at fuga.
Consequuntur necessitatibus laborum quisquam.
Sapiente alias facere voluptatum doloribus tenetur eaque. Illo perferendis consequuntur.
Amet officia assumenda cupiditate quia inventore suscipit mollitia. Odit temporibus nulla adipisci cumque. Doloremque distinctio natus.
Ipsa ut est corporis nam delectus. Ipsam nihil eos perspiciatis minus ab. Animi at a ipsa.",08/08/2023,4,https://carreiras.nextcloudltda.com.br/vaga/4366
4367,Engenheiro de IA Gerente,UltraCompute Soluções,Inteligência Artificial,Gerente,Belém,PA,Remoto,Estágio,19127,22828,4,"Python, Redes Neurais, Linux, NLP, Computer Vision, Gerenciamento de conflitos, CI/CD, Algoritmos de IA, Adaptabilidade","Vale-Refeição, Vale-Transporte, Plano de Saúde","Nihil similique aperiam. Soluta eius qui. Consequuntur provident sed at.
Nemo sapiente eaque at facere consequatur libero. Aliquam quasi fuga. Deleniti labore quo tempora.
Beatae laboriosam illum pariatur. Quia in dolores veniam illum.
Ad est sunt expedita ullam iusto maiores eius. Veniam facilis aut rerum. Similique ducimus atque repellat mollitia dolor tenetur.",28/11/2023,3,https://carreiras.ultracomputesoluções.com.br/vaga/4367
4368,Engenheiro DevOps Júnior,UltraCompute Soluções,DevOps,Júnior,Rio de Janeiro,RJ,Remoto,Trainee,14478,18734,0,"Spring, Node.js, CI/CD, Terraform, Tomada de decisão, Kubernetes, Jenkins, MongoDB, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","At culpa similique harum aperiam culpa. Repudiandae voluptatum molestiae. Error ab repellat aspernatur totam vel natus nihil.
Doloremque sapiente excepturi nemo velit sapiente nulla. Excepturi laboriosam neque beatae. Non enim vitae sint.
Ullam dolorem architecto. Debitis magni occaecati illum.
Alias at deserunt iste. Vel incidunt expedita possimus consectetur.",02/05/2023,5,https://carreiras.ultracomputesoluções.com.br/vaga/4368
4369,Desenvolvedor Blockchain Júnior,MetaLogic Tech,Blockchain,Júnior,São Paulo,SP,Híbrido,Temporário,19659,22487,0,"Criptografia, Ethereum, Agile, Solidity, Inteligência emocional, Oracle, DApps, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Impedit voluptatibus exercitationem. Reprehenderit illum itaque consequatur minus commodi.
Voluptatum illum explicabo commodi illum illo repellendus. Inventore a ipsum. Maiores voluptas quaerat.
Optio exercitationem voluptatibus dolorem esse. Occaecati officiis quis enim. Accusantium dolor tenetur modi.
Itaque iste tempora laborum impedit libero. Reiciendis animi consequuntur ipsa dolores nostrum. At possimus vero dicta similique velit.",12/02/2024,5,https://carreiras.metalogictech.com.br/vaga/4369
4370,Especialista em Qualidade Especialista,OmniIT,QA e Testes,Especialista,Curitiba,PR,Presencial,Trainee,17815,24812,5,"JUnit, Networking, AWS, Windows Server, Spark, Testes de Integração, Selenium, TensorFlow, Redis, Pensamento crítico, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Iure rerum quae asperiores natus.
Tempora dolor voluptatem a ea aperiam. Quis quibusdam veritatis ipsum.
Est dolorem ipsam at facilis ipsum. Enim alias sequi consectetur natus aperiam. Quae doloribus animi facilis molestiae.
Ducimus vero facere exercitationem.
Animi dolorem praesentium mollitia pariatur. Sunt ea excepturi aut cumque.
Perferendis itaque omnis officia modi suscipit. Ut aperiam voluptate vel non tempora porro. Exercitationem esse ad.",09/07/2023,4,https://carreiras.omniit.com.br/vaga/4370
4371,QA Engineer Especialista,NextCloud Ltda.,QA e Testes,Especialista,Campinas,SP,Remoto,Temporário,11484,12528,1,"Spring, Mentalidade de crescimento, Automação de Testes, Testes de Integração, Testes Unitários, Selenium, Trabalho em equipe, CI/CD, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Necessitatibus impedit quod accusantium quibusdam impedit tenetur. Unde saepe hic illo minus. Laboriosam id aut perspiciatis id.
Quis illum nam aperiam vero quia molestias. Sunt quidem nostrum vel libero ullam. Eos delectus nobis optio at sunt sapiente maxime.
Iure alias id soluta ullam itaque totam. Laborum nulla dolorem iusto quasi.
Similique omnis magni labore. At repellat veniam amet earum quia velit eum.
Atque totam sint ipsam officiis fugit. Illo voluptatum esse atque sunt.",04/11/2024,5,https://carreiras.nextcloudltda.com.br/vaga/4371
4372,Engenheiro de IA Sênior,PrimeTech,Inteligência Artificial,Sênior,Manaus,AM,Presencial,CLT,19055,26608,10,"Python, Redes Neurais, NLP, Mentalidade de crescimento, Gestão de tempo, Tomada de decisão, Computer Vision, Tableau, Inteligência emocional, TensorFlow, Jenkins, Algoritmos de IA","Vale-Refeição, Vale-Transporte, Plano de Saúde","Laborum reiciendis enim eos quod aspernatur optio. Illum quo quas asperiores libero cumque.
Delectus numquam placeat dicta. Molestias vero ad. Expedita qui soluta.
Dignissimos natus quasi inventore.
Eveniet ipsa molestias asperiores enim ipsum est. Expedita mollitia dicta placeat deleniti. Debitis excepturi modi iusto delectus consequuntur atque.
Quo tenetur cumque libero labore corporis. Libero provident ea totam quae vero vero. Ab voluptatem quod ex molestiae eum.",10/04/2023,4,https://carreiras.primetech.com.br/vaga/4372
4373,Especialista em Qualidade Pleno,LogicTech,QA e Testes,Pleno,Fortaleza,CE,Remoto,Trainee,8304,14877,8,"Azure, Networking, Feedback construtivo, Automação de Testes, Testes de Integração, Flask, C#, Selenium, Tableau, Resolução de problemas, React, Persuasão","Vale-Refeição, Vale-Transporte, Plano de Saúde","Fugiat reprehenderit debitis velit consequuntur. Consectetur dolor rerum. Consectetur labore voluptates.
Sed voluptas delectus at nemo cupiditate. At perferendis quia ratione excepturi nulla exercitationem quibusdam.
Hic eaque blanditiis inventore nemo voluptate. Quia veniam dolores voluptatem. Laborum inventore aliquid.
Eligendi repellendus facere labore magni a eligendi recusandae. Culpa molestias repellat quos. Ducimus ab quod.",27/03/2023,1,https://carreiras.logictech.com.br/vaga/4373
4374,Engenheiro DevOps Júnior,SmartCloud Tech,DevOps,Júnior,Natal,RN,Híbrido,PJ,12196,16793,0,"Azure, Spring, CI/CD, Gestão de tempo, TensorFlow, Flask, Tableau, Kubernetes, Jenkins, Resolução de problemas, Cybersecurity","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Eius ab perspiciatis perferendis eveniet. Rem aspernatur expedita aliquid quasi.
Laudantium praesentium praesentium iusto. Veniam minima eius consectetur. Voluptatibus officiis voluptatem nesciunt nesciunt dolores dolores. Iste laudantium illum adipisci aliquid.
Explicabo at suscipit. Et sapiente rem perferendis quidem dolorem. Neque maxime ad omnis.",13/07/2023,3,https://carreiras.smartcloudtech.com.br/vaga/4374
4375,Especialista em Internet das Coisas Pleno,OmniSystems,IoT,Pleno,São Gonçalo,RJ,Remoto,Temporário,10649,16362,5,"C++, Gestão de tempo, MQTT, SQL, Sensores, Pensamento crítico, Persuasão, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","In dolor commodi accusamus quasi adipisci. Impedit quo modi sint maiores.
Eaque dolorem dicta adipisci repellendus doloremque. Ducimus voluptate quam voluptatum numquam. Magnam molestias cumque accusamus tempora eligendi recusandae a.
Libero temporibus explicabo ipsa molestiae quaerat necessitatibus aliquam. Eum perspiciatis saepe labore neque. Suscipit neque nam enim necessitatibus laborum.",13/07/2023,5,https://carreiras.omnisystems.com.br/vaga/4375
4376,Administrador de Redes Diretor,CyberDigital,Administração de Redes,Diretor,Porto Alegre,RS,Presencial,Temporário,16610,22546,2,"Go, Negociação, VPN, AWS, Mentalidade de crescimento, Oracle, CI/CD, Resolução de problemas, Firewalls, Adaptabilidade, Cisco, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Omnis incidunt voluptates ratione maiores. Exercitationem similique fugit voluptate esse ducimus. Error quam iste beatae. Natus doloribus delectus commodi.
Sapiente hic molestias debitis repellendus eos. Autem voluptatum voluptas animi tempore harum.
Explicabo iure fugit ab natus. Quibusdam ipsam enim voluptatibus omnis nisi amet.
Numquam at quos nesciunt quae doloremque. Adipisci ab amet ut quod laborum.",05/04/2023,5,https://carreiras.cyberdigital.com.br/vaga/4376
4377,Especialista em Internet das Coisas Especialista,UltraIT,IoT,Especialista,Brasília,DF,Remoto,Temporário,13510,18189,6,"Negociação, TensorFlow, MySQL, Ética de trabalho, Arduino, Inteligência emocional, SQL, Sistemas Embarcados, Hadoop, Git","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Totam vero architecto sunt explicabo soluta. Id distinctio tempora dicta quibusdam. Perspiciatis quibusdam aliquam odit nostrum occaecati. Ab laudantium maiores incidunt officia.
Repudiandae rerum vel corrupti consectetur soluta. Et perferendis vero perferendis.
Dolorum incidunt sint laborum ullam vero ad. Odit fugit in ex. Earum nulla mollitia quidem omnis debitis nisi.
Distinctio exercitationem a dicta doloremque. Tenetur magni quae animi officia fugiat autem.",26/02/2024,4,https://carreiras.ultrait.com.br/vaga/4377
4378,Engenheiro de Dados Júnior,CrystalNet Inc.,Engenharia de Dados,Júnior,Brasília,DF,Presencial,PJ,16578,23077,0,"Python, Networking, Tomada de decisão, PHP, Empatia, Kafka, Spark, NoSQL, Ruby, PostgreSQL, Persuasão, Hadoop, Django","Vale-Refeição, Vale-Transporte, Plano de Saúde","Harum animi provident voluptates. Iure perspiciatis a atque quae odio quis animi. Dolorum nulla eaque accusamus dignissimos.
Minima aperiam nulla consectetur rem possimus. Quisquam nostrum illo error facilis. Animi sequi alias eveniet delectus natus.
Ducimus beatae minus provident maxime distinctio. Odit saepe eligendi consectetur molestias dolorum illum. Sapiente minus tenetur omnis debitis.
Sit velit quasi placeat quia vero.",03/07/2023,1,https://carreiras.crystalnetinc.com.br/vaga/4378
4379,Arquiteto de Cloud Gerente,HyperTechnologies,Cloud Computing,Gerente,Duque de Caxias,RJ,Presencial,PJ,14897,20850,8,".NET, Tomada de decisão, Ética de trabalho, SaaS, Trabalho em equipe, Kubernetes, Serverless","Vale-Refeição, Vale-Transporte, Plano de Saúde","Minima in sapiente officia beatae architecto sapiente. Totam eligendi tempora sit quia.
Officia aperiam repellendus expedita. Doloremque voluptatum laborum voluptatibus. Eveniet sint vero amet adipisci sapiente. Vitae itaque illum sapiente odit delectus.
Ex eligendi laboriosam voluptatem facilis quasi molestias. Alias voluptatem magnam quidem eius maxime. Aliquid voluptatibus sint magni aliquid ut atque.",01/10/2023,4,https://carreiras.hypertechnologies.com.br/vaga/4379
4380,Desenvolvedor iOS Pleno,CyberTech,Desenvolvimento Mobile,Pleno,Curitiba,PR,Presencial,Estágio,15482,17276,9,"Angular, Flutter, Swift, Trabalho em equipe, Jenkins, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde, Seguro de Vida, Bônus Anual","Itaque ut dicta dolorum corporis. Vitae unde eum dolores doloremque neque ea autem. Excepturi praesentium saepe earum error voluptas iure.
Est numquam perferendis quia repellendus. Dicta possimus nam accusantium hic nulla enim. Vel omnis quos modi.
Provident est amet facilis delectus vel. Pariatur molestias non hic quod maxime repellendus.
Saepe atque dolorem quas. Dolorum quis ipsum alias impedit commodi veniam esse.",10/10/2023,1,https://carreiras.cybertech.com.br/vaga/4380
4381,Engenheiro de IA Pleno,ByteWise Tecnologia,Inteligência Artificial,Pleno,Duque de Caxias,RJ,Presencial,Temporário,3733,10759,7,"Python, Redes Neurais, Resolução de problemas, Gestão de tempo, Agile, Network Security, Computer Vision, Cybersecurity, MongoDB, Algoritmos de IA","Vale-Refeição, Vale-Transporte, Plano de Saúde","Hic praesentium hic quia perferendis autem dignissimos. Rerum veritatis ipsam consectetur. Aperiam minus dignissimos voluptatum culpa voluptatum.
Nulla sint possimus fugit impedit natus. Facilis possimus nam quo perspiciatis quasi quo ipsa. Excepturi soluta esse dolorem eveniet.
Sequi nulla tenetur quas. Quibusdam inventore voluptates enim corporis magni. Blanditiis doloribus accusamus repellendus ea aut similique eligendi.",16/05/2024,4,https://carreiras.bytewisetecnologia.com.br/vaga/4381
4382,Desenvolvedor Android Sênior,PrimeTechnologies,Desenvolvimento Mobile,Sênior,Belo Horizonte,MG,Híbrido,PJ,12307,20206,3,"Android Studio, Flutter, Resolução de problemas, AWS, Swift, Kotlin, PostgreSQL, JavaScript, Persuasão, Pensamento crítico","Vale-Refeição, Vale-Transporte, Plano de Saúde","Autem nostrum quia inventore rerum. Voluptatem quisquam labore laudantium. Tempora alias eum.
Possimus ducimus error veniam dolor itaque. Aspernatur earum delectus dolore exercitationem ratione.
Nesciunt dolorum unde. Ut enim fugit numquam occaecati. Eos totam in fugiat vel ratione.
Excepturi dignissimos tempore accusamus quam aliquid iure. Consectetur beatae animi ullam doloribus aspernatur. Autem illum corporis nulla deserunt eaque.",15/08/2024,5,https://carreiras.primetechnologies.com.br/vaga/4382
4383,SysAdmin Júnior,UltraIT,Administração de Sistemas,Júnior,Goiânia,GO,Híbrido,Trainee,8801,10401,0,"Python, Linux, Mentalidade de crescimento, AWS, Tomada de decisão, Persuasão, Resiliência, Shell Script","Vale-Refeição, Vale-Transporte, Plano de Saúde","Cupiditate quam quae eum tempora inventore quas. Quae cum omnis minima.
Accusantium rerum praesentium alias nobis tenetur. In nulla repellendus harum.
Nisi debitis laborum veniam dolorem similique autem quasi. Hic autem nihil unde hic nam.
Corrupti odit dicta ab aperiam mollitia ullam. A modi officia esse esse.
Ea saepe veritatis. Dignissimos nemo numquam exercitationem molestias. Explicabo beatae rem debitis eius facilis.",16/12/2023,2,https://carreiras.ultrait.com.br/vaga/4383
